SEXO;IDADE;RENDA;CODCBO;PROFISSAO;ESTADO_CIVIL
F;27;4453,93;241010;ADVOGADO DE EMPRESA;SOLTEIRO(A)
M;53;4271,41;141115;GERENTE DE PROD E OP AGROPECUA;SOLTEIRO(A)
M;27;3144,66;313105;ELETROTECNICO;SOLTEIRO(A)
M;38;4490,37;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;OUTROS
M;23;1611,77;414105;ALMOXARIFE;SOLTEIRO(A)
M;43;22291,40;142410;GERENTE DE SUPRIMENTOS;CASADO(A)
F;54;17977,30;142315;GERENTE DE MARKETING;OUTROS
M;67;6808,57;520110;SUPERVISOR DE VENDAS COMERCIAL;CASADO(A)
F;29;2915,15;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;25;2447,87;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;37;5323,34;354205;COMPRADOR;SOLTEIRO(A)
M;20;1650,00;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;18;774,99;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;29;3219,77;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;40;2180,08;517410;PORTEIRO DE EDIFICIOS;OUTROS
M;22;1773,82;414105;ALMOXARIFE;SOLTEIRO(A)
M;33;1412,00;621005;TRABALHADOR AGROPECUARIO EM GE;CASADO(A)
M;29;9841,20;410240;SUPERVISOR DE LOGÍSTICA;CASADO(A)
M;33;4849,60;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;35;3588,63;521105;VENDEDOR EM COMERCIO ATACADIST;OUTROS
M;48;5161,25;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;49;5987,46;313105;ELETROTECNICO;CASADO(A)
M;21;2267,22;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;22;2025,57;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;23;3400,21;318705;DESENHISTA PROJETISTA DE ELETR;SOLTEIRO(A)
M;33;5441,50;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;20;803,35;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;41;4807,25;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;23;2463,92;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;35;2521,16;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
F;17;777,30;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;27;2267,22;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;28;1921,40;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;41;2267,21;411010;ASSISTENTE ADMINISTRATIVO;OUTROS
F;18;805,99;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;43;3702,24;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
F;42;6002,10;410240;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A)
M;36;1731,52;313105;ELETROTECNICO;SOLTEIRO(A)
M;26;2057,04;414120;CONFERENTE MERC (EXCETO CARGA E DESC;SOLTEIRO(A)
M;23;2038,42;414105;ALMOXARIFE;SOLTEIRO(A)
M;22;2200,00;621005;TRABALHADOR AGROPECUARIO EM GE;SOLTEIRO(A)
M;46;1869,12;514310;AUXILIAR DE MANUTENCAO PREDIAL;CASADO(A)
F;17;787,39;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;41;2560,64;313105;ELETROTECNICO;SEPARADO(A) JUDICIALMENTE
M;45;3725,50;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;55;5772,95;410105;SUPERVISOR ADMINISTRATIVO;OUTROS
M;31;5799,92;410240;SUPERVISOR DE LOGÍSTICA;SOLTEIRO(A)
M;29;11500,00;410105;SUPERVISOR ADMINISTRATIVO;CASADO(A)
F;24;1886,12;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;23;1886,13;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
M;34;1802,05;914425;MECANICO DE VEICULOS AUTOMOTOR;CASADO(A)
M;40;4522,66;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;40;4295,03;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
F;38;1640,08;411005;AUXILIAR DE ESCRITORIO, EM GER;CASADO(A)
M;38;4753,05;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;CASADO(A)
M;28;4424,95;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;31;3917,41;214320;ENGENHEIRO ELETRICISTA DE PROJ;SOLTEIRO(A)
M;42;4424,94;914425;MECANICO DE VEICULOS AUTOMOTOR;SOLTEIRO(A)
M;53;4522,65;521105;VENDEDOR EM COMERCIO ATACADIST;SOLTEIRO(A)
M;18;787,39;411005;AUXILIAR DE ESCRITORIO, EM GER;SOLTEIRO(A)
F;41;2374,85;521105;VENDEDOR EM COMERCIO ATACADIST;CASADO(A)
M;37;6778,81;141420;GERENTE DE OPERACOES DE SERVICOS DE ASSI;CASADO(A)
M;51;3128,74;411010;ASSISTENTE ADMINISTRATIVO;SOLTEIRO(A)
M;27;2995,22;913120;MECÂNICO DE MANUTENÇÃO DE MÁQUIN;SOLTEIRO(A)
